unit,carriage,c_unload,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 
MIO_TKM,OWN,DK,SE	14 	1 	10 	: 	20 	1 	14 	5 	0 	5 	5 	11 	6 	26 	: 	1 	5 	2 	2 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,DK,SI	: 	8 	1 	3 	3 	23 	: 	: 	7 	7 	9 	4 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,DK,SK	: 	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,DK,UK	0 	: 	: 	3 	: 	0 	1 	2 	: 	: 	: 	: 	: 	0 	: 	: 	3 	1 	1 	2 	8 	1 	2 	2 	5 	1 	5 	1 	3 	6 	5 	2 	1 	1 	1 	1 	1 	1 
MIO_TKM,OWN,DZ,ES	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	849 	1107 	1312 	1146 	1199 	1227 	1156 	277 	250 	229 	277 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1236 	1732 	1549 	1181 	865 	924 	1316 	1603 	1555 	1808 	2037 	1880 	1894 	2178 	3604 	3324 	2882 	2833 	2460 	2356 	1969 	1993 	1407 	1532 
MIO_TKM,OWN,EA,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	354 	1227 	825 	738 	259 	372 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2036 	1833 	1669 	1824 	2229 	1787 	2091 	1452 	1341 	1430 	710 	932 	1033 	1088 	1061 	1031 	1146 	1135 	1010 	975 	890 	846 	821 	836 
MIO_TKM,OWN,EA,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48 	59 	31 	56 	54 	95 	103 	111 	71 	128 	90 	104 	334 	311 	284 	242 	218 	200 	206 	195 	232 	218 	229 	244 
MIO_TKM,OWN,EA,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	24 	28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	28 	69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	237 	317 	212 	243 	304 	339 	387 	206 	253 	248 	406 	303 	418 	478 	539 	52 	112 	82 	56 	49 	: 	: 	: 	: 
MIO_TKM,OWN,EA,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6229 	6900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	511 	525 	713 	586 	482 	493 	763 	619 	1259 	1596 	826 	746 	688 	809 	735 	663 	1512 	1424 	1139 	1136 	1211 	1212 	958 	790 
MIO_TKM,OWN,EA,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88 	63 	54 	76 	104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 	20 	12 	3 	9 	27 	13 	: 	: 	: 	: 	: 	1 	: 	: 	: 	14 	18 	9 	7 	: 	3 	12 	3 
MIO_TKM,OWN,EA,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	279 	201 	191 	364 	315 	398 	325 	: 	270 	451 	464 	202 	202 	243 	283 	139 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 	74 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	120 	153 	100 	106 	127 	90 	106 	: 	14 	13 	19 	76 	108 	167 	: 	: 	: 	: 	: 	73 	144 	90 	68 	103 
MIO_TKM,OWN,EA,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 	13 	13 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1955 	2136 	2044 	1017 	1227 	1290 	1212 	864 	854 	1118 	1098 	1202 	1306 	1344 	1413 	1386 	1404 	1354 	1126 	1210 	1152 	1172 	1195 	1108 
MIO_TKM,OWN,EA,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 	18 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1066 	1218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	375 	559 	172 	180 	188 	196 	204 	109 	189 	125 	725 	: 	: 	: 	98 	: 	68 	44 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51 	35 	14 	55 	25 	65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55 	78 	79 	76 	79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	142 	143 	97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EA,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	607 	538 	536 	389 	276 	335 	528 	262 	278 	335 	420 	394 	245 	282 	204 	208 	209 	159 	95 	191 	194 	122 	116 	132 
MIO_TKM,OWN,EE,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,HU	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,LT	19 	10 	13 	14 	4 	17 	6 	25 	15 	10 	21 	10 	3 	1 	9 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,LV	7 	12 	11 	11 	41 	35 	37 	33 	39 	23 	22 	11 	16 	20 	7 	11 	21 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,PL	21 	: 	2 	: 	40 	47 	: 	: 	25 	7 	2 	55 	27 	1 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,RO	: 	3 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,SE	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,SI	: 	: 	: 	: 	3 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1378 	1193 	1262 	1265 	1185 	280 	253 	235 	279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1614 	1278 	897 	949 	1345 	1647 	1574 	1850 	2063 	1914 	1933 	2213 	3649 	3388 	2985 	2968 	2598 	2373 	1981 	2005 	1413 	1538 
MIO_TKM,OWN,EEA_X_LI,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	911 	780 	259 	372 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1885 	2053 	2434 	2071 	2252 	1538 	1500 	1490 	779 	970 	1124 	1184 	1157 	1127 	1248 	1236 	1103 	1063 	959 	918 	881 	889 
MIO_TKM,OWN,EEA_X_LI,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33 	72 	61 	102 	108 	130 	83 	136 	96 	145 	388 	330 	301 	257 	237 	213 	252 	238 	290 	261 	278 	310 
MIO_TKM,OWN,EEA_X_LI,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	318 	212 	274 	361 	378 	409 	209 	253 	249 	478 	303 	456 	523 	594 	52 	112 	83 	57 	50 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6691 	7271 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	742 	614 	540 	552 	797 	627 	1338 	1716 	855 	785 	769 	845 	760 	747 	1727 	1541 	1233 	1244 	1411 	1374 	1055 	814 
MIO_TKM,OWN,EEA_X_LI,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65 	84 	116 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	113 	78 	99 	95 	72 	: 	: 	: 	: 	: 	24 	21 	27 	25 	36 	47 	47 	30 	30 	23 	38 	27 
MIO_TKM,OWN,EEA_X_LI,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	197 	364 	320 	408 	347 	: 	290 	452 	469 	265 	263 	298 	351 	139 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	106 	130 	90 	112 	: 	14 	13 	19 	76 	108 	167 	: 	: 	: 	: 	: 	73 	144 	90 	68 	103 
MIO_TKM,OWN,EEA_X_LI,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 	20 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2180 	1134 	1311 	1399 	1340 	924 	921 	1156 	1126 	1247 	1359 	1402 	1470 	1437 	1466 	1420 	1184 	1269 	1214 	1262 	1264 	1164 
MIO_TKM,OWN,EEA_X_LI,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	172 	180 	188 	196 	204 	109 	189 	128 	725 	: 	: 	: 	98 	: 	71 	46 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38 	87 	50 	96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	203 	97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EEA_X_LI,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	539 	391 	278 	336 	536 	273 	294 	357 	431 	416 	267 	288 	210 	221 	217 	165 	96 	193 	200 	125 	118 	136 
MIO_TKM,OWN,EL,AT	5 	: 	: 	: 	1 	: 	: 	: 	: 	2 	1 	: 	: 	: 	: 	4 	3 	1 	4 	3 	1 	1 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EL,BE	: 	: 	2 	5 	: 	: 	: 	: 	: 	: 	: 	0 	: 	2 	: 	1 	: 	3 	8 	5 	: 	: 	: 	7 	: 	7 	7 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 
MIO_TKM,OWN,EL,BG	73 	29 	87 	81 	112 	151 	196 	124 	62 	97 	71 	72 	29 	78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EL,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EL,DE	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	4 	7 	3 	: 	0 	: 	49 	4 	: 	: 	16 	9 	: 	15 	16 	14 	12 	16 	16 	14 	15 	11 	18 	14 	16 
MIO_TKM,OWN,EL,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	4 	: 	: 	: 	2 	: 	: 	6 	6 	5 	7 	5 	6 	6 	8 	5 	5 	7 
MIO_TKM,OWN,EL,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37 	25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EL,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	9 	11 	: 	: 	9 	: 	15 	: 
MIO_TKM,OWN,EL,HU	: 	9 	: 	6 	11 	2 	13 	3 	: 	: 	: 	: 	3 	9 	: 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EL,IT	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	10 	2 	2 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EL,LT	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EL,NL	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	6 	2 	: 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	1 	1 	1 	: 	: 	: 	: 
MIO_TKM,OWN,EL,PL	: 	: 	: 	12 	: 	17 	29 	14 	: 	17 	: 	37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EL,RO	50 	48 	28 	40 	16 	21 	13 	18 	11 	16 	39 	118 	9 	102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EL,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	8 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,EL,UK	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	16 	: 	: 	5 	8 	14 	15 	6 	21 	15 	1 	: 	5 	0 	: 	0 	1 	4 	2 	0 	1 
MIO_TKM,OWN,ES,AT	3 	7 	: 	6 	6 	14 	5 	1 	17 	3 	25 	7 	43 	: 	16 	32 	36 	28 	22 	21 	46 	1 	4 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,BE	1 	17 	15 	1 	: 	7 	: 	4 	1 	13 	20 	13 	19 	17 	33 	47 	62 	37 	29 	35 	77 	75 	61 	99 	158 	114 	128 	111 	497 	423 	262 	255 	167 	161 	200 	197 	0 	0 
MIO_TKM,OWN,ES,BG	: 	33 	: 	64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,CH	: 	: 	: 	: 	: 	3 	: 	: 	30 	18 	: 	95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,CZ	: 	: 	: 	: 	: 	: 	4 	8 	2 	: 	: 	39 	54 	20 	12 	131 	: 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,DE	38 	12 	28 	19 	15 	9 	24 	24 	38 	46 	28 	22 	122 	101 	98 	79 	84 	86 	147 	133 	58 	59 	10 	45 	14 	58 	39 	42 	46 	38 	31 	30 	29 	19 	0 	0 	0 	0 
MIO_TKM,OWN,ES,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	2 	7 	8 	8 	15 	15 	12 	10 	10 	8 	7 	6 	6 	0 	0 	0 
MIO_TKM,OWN,ES,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	490 	512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,FI	: 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,FR	61 	24 	48 	42 	48 	87 	89 	42 	81 	63 	66 	65 	79 	109 	111 	130 	155 	109 	92 	120 	197 	: 	276 	337 	169 	169 	137 	176 	109 	86 	236 	224 	176 	143 	119 	63 	67 	0 
MIO_TKM,OWN,ES,HU	2 	: 	12 	26 	2 	2 	1 	3 	8 	15 	6 	9 	9 	6 	0 	: 	3 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,IE	2 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	10 	8 	: 	: 	: 	1 	: 	4 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
MIO_TKM,OWN,ES,IT	0 	: 	3 	: 	3 	16 	8 	11 	1 	: 	26 	1 	24 	11 	23 	12 	39 	7 	29 	9 	32 	: 	24 	46 	4 	100 	101 	100 	131 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,LT	: 	: 	: 	21 	6 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	3 	25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,LU	10 	7 	20 	3 	2 	13 	: 	: 	: 	: 	0 	2 	: 	0 	1 	1 	: 	1 	1 	: 	: 	: 	0 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,NL	14 	27 	8 	: 	2 	47 	35 	26 	29 	38 	55 	68 	180 	55 	47 	92 	50 	34 	14 	96 	35 	9 	14 	15 	39 	: 	25 	30 	17 	24 	57 	27 	29 	26 	1 	: 	0 	0 
MIO_TKM,OWN,ES,NO	24 	: 	: 	: 	: 	0 	: 	: 	: 	: 	8 	6 	8 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,OWN,ES,PL	: 	187 	28 	8 	4 	14 	31 	15 	: 	43 	41 	13 	87 	20 	18 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
